Unnamed: 0,pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
1293,68679,"George, Stefan_UNTITLED_1897","George, Stefan",UNTITLED,1897,Wie unsre glorreichen himmel bruder im stolz  So breitet dein glänzendes gelb und wie reifender lohn  Es zittern in deinem lila und wehen grün  Gestaltlose stunden mit ihrem mühsamen rinnen  Und lange seufzer aus kerkern ohne erhebung  Dein strahlendes blau umkleidet die wunschlosen götter  In deinem veilchendunkel voll purpurner scheine  Ist unser tötliches sehnen bruder im leid. ,91,Jahrhundertwende,Jahrhundertwende
1274,11934,"Falke, Gustav_UNTITLED_1884","Falke, Gustav",UNTITLED,1884,"Rechts die Fabrik mit ragendem Schlot , Und der Bahnhof , wie tot , Mit hartem , kaltem Beamtengesicht . Links , nur auf sandigem Wege erreichbar , Einem Schmutzfleck vergleichbar Im Landschaftsbild , Die Glashütte . – Wild Und wüst umher : Schutt , Scherben und Schlacken . Ein Männerstiefel , zerlocht , ohne Hacken , Und ein rostiger , zerbeulter Kessel Feiern überflogen Die müden Blicke teilnahmlos . Die Welt ist so groß Und tausendmal schöner wo anders , als hier . Was ist dies Fleckchen Erde ihr ? Die Wiesen , die Mäher , die gaffenden Kleinen , Die an der Barriere lachen und weinen , Sich stoßen und schelten , In Frieden selten ; Das blasse Weib mit dem Säugling dort , Der ganze dürftige , rußige Ort . Wie alles sie langweilt . Abgewandt Gähnt sie hinter behandschuhter Hand.Wieder Geläute ! Schreien und Laufen , Ein gellender Pfiff , ein Pusten und Schnaufen . Fern , fern verhallt 's , verschwindet 's . Husch ! Vorüber ! Ein Spuk ? – Im Fliederbusch Flötet die Drossel , und leise , ting , ting , Von den Wiesen herüber grüßt Sensengekling ' . Harmonikatöne von irgendwo . Es ist doch Musik , wenn auch so so . » Mädel ruck ruck ruck an meine grüne Sei – eite , Ich hab dich ja zu gern « – Aus duftiger Weite Blinzelt lustig der erste Stern . Wie lang , und vom Walde herüber kommt sacht Querfeld auf weichen Sohlen die Nacht .",256,Naturalismus,Jahrhundertwende
2657,70497,"Holz, Arno_UNTITLED_1886","Holz, Arno",UNTITLED,1886,"Der Regen tropft, der Nebel spinnt ... O, daß die Märchen immer lügen, Die Märchen, die die Jugend sinnt! Wie lieblich hat sich einst getrunken Der Hoffnung goldner Feuerwein! Und jetzt? Erbarmungslos versunken In dieses Elend der Spelunken — O Sonnenschein! O Sonnenschein!Der Regen tropft, der Nebel spinnt ... O, daß die Märchen immer lügen, Die Märchen, die die Jugend sinnt! Wie lieblich hat sich einst getrunken Der Hoffnung goldner Feuerwein! Und jetzt? Erbarmungslos versunken In dieses Elend der Spelunken — O Sonnenschein! O Sonnenschein!",104,Naturalismus,Naturalismus
2128,72540,"Holz, Arno_UNTITLED_1899","Holz, Arno",UNTITLED,1899,"Ueber Tannen und blassen Birken ballt der Abend rote Wolken.Jetzt ist mein Herz dieser See.Noch ein Mal, blitzend, streift ihn ein Flügel.Leise, dunkel schläft er ein.",30,Jahrhundertwende,Naturalismus
767,21157,"Stadler, Ernst_UNTITLED_1898","Stadler, Ernst",UNTITLED,1898,"Zuletzt, da alles Werk verrichtet, meinen Gott zu loben, Hat meine Hand die beiden Frauenbilder aus dem Stein gehoben. Die eine aufgerichtet, frei und unerschrocken – Ihr Blick ist Sieg, ihr Schreiten glänzt Frohlocken. Zu zeigen, wie sie freudig über allem Erdenmühsal throne, Gab ich ihr Kelch und Kreuzesfahne und die Krone. Aber meine Seele, Schönheit ferner Kindertage und mein tief verstecktes Leben Hab ich der Besiegten, der Verstoßenen gegeben. Und was ich in mir trug an Stille, sanfter Trauer und demütigem Verlangen Hab ich sehnsüchtig über ihren Kinderleib gehangen: Die schlanken Hüften ausgebuchtet, die der lockre Gürtel hält, Die Hügel ihrer Brüste zärtlich aus dem Linnen ausgewellt, Ließ ihre Haare über Schultern hin wie einen blonden Regen fließen, Liebkoste ihre Hände, die das alte Buch und den zerknickten Schaft umschließen, Gab ihren schlaffen Armen die gebeugte Schwermut gelber Weizenfelder, die in Julisonne schwellen, Dem Wandeln ihrer Füße die Musik von Orgeln, die an Sonntagen aus Kirchentüren quellen. Die süßen Augen mußten eine Binde tragen, Daß rührender durch dünne Seide wehe ihrer Wimpern Schlagen. Und Lieblichkeit der Glieder, die ihr weiches Hemd erfüllt, Hab ich mit Demut ganz und gar umhüllt, Daß wunderbar in Gottes Brudernähe Von Niedrigkeit umglänzt ihr reines Bildnis stehe.",234,Jahrhundertwende,Expressionismus
1551,11974,"Falke, Gustav_UNTITLED_1884","Falke, Gustav",UNTITLED,1884,"Seht dort den Mann mit seiner Löwenmähne, Die Fäuste schlügen einen Ochsen nieder. Ein Dichter ist's, und seine Heldenthaten – Ein Bändchen veilchenblauer Liebeslieder.Und jenes Männchen, schüchtern wie ein Mädchen, Errötend schon, nennt man nur seinen Namen, Zum Helden hat ihn die Natur verdorben, Er schreibt dafür geniale Feuerdramen.Doch dieser mit dem eleganten Wuchse, Die Damen werden jedesmal ekstatisch: »Welch' schöner Mann! Und welch' Organ! zu himmlisch!« Fondsmakler ist er und ein Held am Skattisch!",94,Naturalismus,Jahrhundertwende
587,39000,"Sack, Gustav_Im Englischen Garten_1900","Sack, Gustav",Im Englischen Garten,1900,"Als ich aus meiner Stammtaberne mich gestern fortgemacht, hing in die spöttisch stille Gartennacht der Mond herab gleich einer leuchtenden Papierlaterne.Mit einem Sichelschwert, krumm wie die Hülse der Luzerne, hat ungehört die Nacht unter dem Rasen einen Schnitt gemacht und läßt die Erde stürzen in die sammetschwarze Ferne;und singend hält sie in den weichen Händen dies Rund von wulstigen Schattenwänden, in dem ich wie von einer tönereichen Schalegetragen viele tausend tausend Male an Leonor gedacht, in dieser braunen spöttisch stillen Gartennacht.",89,Jahrhundertwende,Expressionismus
1292,45389,"Rilke, Rainer Maria_Das Buch von der Pilgerschaft_1901","Rilke, Rainer Maria",Das Buch von der Pilgerschaft,1901,"Dich wundert nicht des Sturmes Wucht , – du hast ihn wachsen sehn ; – die Bäume flüchten . Ihre Flucht schafft schreitende Alleen . Da weißt du , der vor dem sie fliehn ist der , zu dem du gehst , und deine Sinne singen ihn , wenn du am Fenster stehst.Des Sommers Wochen standen still , es stieg der Bäume Blut ; in deinem Atem schwankt , – besitzt dich nicht . Und wenn dich einer in der Nacht erfaßt , so daß du kommen mußt in sein Gebet : Wer kann dich halten , Gott ? Denn du bist dein , von keines Eigentümers Hand gestört , so wie der noch nicht ausgereifte Wein , der immer süßer wird , sich selbst gehört.In tiefen Nächten grab ich dich , du Schatz . Denn alle Überflüsse , die ich sah , sind Armut und armsäliger Ersatz für deine Schönheit , die noch nie geschah.Aber der Weg zu dir ist furchtbar weit und , weil ihn lange keiner ging , verweht . O du bist einsam . Du bist Einsamkeit , du Herz , das zu entfernten Talen geht.Und meine Hände , welche blutig sind vom Graben , heb ich offen in den Wind , so daß sie sich verzweigen wie ein Baum . Ich sauge dich mit ihnen aus dem Raum als hättest du dich einmal dort zerschellt in einer ungeduldigen Gebärde , und fielest jetzt , eine zerstäubte Welt , aus fernen Sternen wieder auf die Erde sanft wie ein Frühlingsregen fällt .",256,Jahrhundertwende,Jahrhundertwende
1505,8077,"Dehmel, Richard Fedor Leopold_Venus Occulta_1891","Dehmel, Richard Fedor Leopold",Venus Occulta,1891,"Ist das noch die große Stadt , dies Geraune rings im Grauen ? diese Männer , diese Frauen , kaum erschienen , schon verschwunden ; und die Sonne steht so matt wie ein kleiner , rotgewordner Mond da.Drück dich dichter an mich an , wie der Nebel an die Mauern ! Keiner stört den stillen Bann , wenn wir Blick in Blick erschauern . viel dumpfe Gassen , bis der Gott zu seiner Göttin kam , und du hast manch braven Mann , ich manch gutes Weib verlassen ; aber dies ist unsre letzte Irrfahrt , drück dich dichter an mich an ! Sag mir – Nein : horch ! was für Töne ? warum stehn wir so erschrocken ? Dies verhaltene Gestöhne aus den Wolken , dies Gedröhne , kannst du diesen Lärm begreifen ? – Komm nach Hause , Fürstin ! das sind Glocken.Vor verschiednen hundert Jahren herrschte hier ein Gott der Leiden über traurige Barbaren . Komm , wir wolln die Götter trösten , daß sie sich in Dunst auflösten , wir zwei seligen , verirrten Heiden.Aber Hat nicht Er so Mann wie Weib erneut , der die Kindlein zu sich kommen ließ ? –Helft mir , Sterne ! Hoch ob meiner Pein , hoch ob jener Häuser finsterm Graus , wie auf Bethlehem so mild und rein strahlt ihr fernhin auf mein Vaterhaus.Sprach er wahr , der klagende Lebenstraum , den mein Wille gestern Nacht durchschritt ? – Lautlos starrt der dunkle Weltenraum ; und im stillen wanderst du wohl mit ,",256,Naturalismus,Jahrhundertwende
2409,69051,"Holz, Arno_UNTITLED_1898","Holz, Arno",UNTITLED,1898,"See, See, sonnigste See, soweit du siehst!Ueber die rollenden Wasser hin, jauchzend, tausend Tritonen. Auf ihren Schultern, muschelempor, hoch, ein Weib. Ihre Nacktheit in die Sonne.Unter ihr, triefend, die blendenden Perlmutterwände immer wieder von Neuem hoch, dick, feist, verliebt, wie Kröten, sieben alte, glamsrige Meertaper.Die Gesichter! Das Gestöhn und das Gepruste! Da, plötzlich, wütend aus der Tiefe, Neptun.Sein Bart blitzt.„Hallunken!“Und, plitschplatsch, sein Dreizack den sieben Schlappschwänzen um die Glatzen.Die brüllen!Dann, schnell, hier noch ein paar Tatschen, dort noch ein Bauch — weg sind sie.Die Schöne lächelt.Neptun verbeugt sich.„Madam?“",134,Jahrhundertwende,Naturalismus
853,26111,Klabund_Der verliebte Knecht_1909,Klabund,Der verliebte Knecht,1909,"Die Bäume rings so rege Sehn mich verwundert an. Sie wissen meine Wege, Die heimlich ich getan.Ich kroch des Nachts behutsam Dem Nachbar übern Zaun. Ich möcht nit seine Wut ham, Er mag mir gar nit traun.Doch bin ich nit zu fassen Und grüße ihn devot. Muß mir sein Weib doch lassen, Es küßt mich gar zu gut.",65,Jahrhundertwende,Expressionismus
136,26289,Klabund_2._1909,Klabund,2.,1909,Woher? Vom Meer. Wohin? Zum Sinn. Wozu? Zur Ruh. Warum? Bin stumm.,20,Jahrhundertwende,Expressionismus
1113,8078,"Dehmel, Richard Fedor Leopold_Venus Vita_1891","Dehmel, Richard Fedor Leopold",Venus Vita,1891,"Und nun ein Feldweg , und um Morgengrauen ; die kahlen Bäume stehen da wie tot , ich aber wandre , ohne aufzuschauen.Ich fühle eine Furcht ; und Regen droht . Ich höre den gedüngten Acker schweigen ; und heute wird kein Morgenrot.Die Straße teilt sich . In den schwarzen Zweigen sagt keine Tafel mir die rechte Spur : soll ich hinunter , soll schlagen ; mein Schreck , mein Zittern wird Begehr , ich muß ihm nach , es haben ! Bis zur Kehle hämmert mein Herz , das Rad rennt immer mehr , und immer ruft mich klagend jene Seele und winkt das Licht , das Rad – halt ! – Jetzt – : ich greife – fehle – : es ist ein Lichtrad ! halt ! nach , eh 's zerbricht ! Ich fass'es , stürze – wach'ich ? – meine matten Finger umklammern es – – Nein – nicht : Werd'ich also stets ins Leere fassen ? lebt nichts ewig vor mir her ? Nein ! ich will mir nicht vom Leben mehr meinen Blick verblenden lassen.Ihr selbst , ihr verführerischen Sterne , wozu schürt ihr meine Seelennot ? Eisig haucht die gleißnerische Ferne : ewig lebt allein der Tod.Sei 's denn ! Umso unfaßbarer , freier , umso weiter , unbegrenzter strahlt des Daseins Auferstehungsfeier – niemals sah ich die Nacht beglänzter ! Stirb , du Sehnsucht meiner Jünglingsnächte : eine reifere Inbrunst lebt mir nun : Einst wird all dies tiefe Trachten ruhn , aber ihm entsteigt in höhere Prächte",256,Naturalismus,Jahrhundertwende
2575,14433,"Lachmann, Hedwig_UNTITLED_1891","Lachmann, Hedwig",UNTITLED,1891,"Die Baumgerippe stehen winters alt Im Park. Grau hängt die Luft dazwischen. Am trüben Horizont verwischen Sich in der Ferne Umriss und Gestalt.Ein Feiertag verdämmert ohne Kampf Und Glocken tönen in der Stille. Du! klage nicht, es war dein Wille! Die Welt versinkt in weichem Nebeldampf.",53,Naturalismus,Naturalismus
72,26205,Klabund_Die Ballade vom Schlaf der Kindheit_1909,Klabund,Die Ballade vom Schlaf der Kindheit,1909,"Scheuche nicht den Schlaf des Kindes In der schwarzen Bucht. In den Zweigen des erwachten Windes Hängt er hell wie eine runde Frucht.Sonne wärmt sich an des Nackens Spiegel, Echo strahlt in der erfüllten Flut, Venus wünscht sich leichte Flügel, Wo er in des Spieles Barke ruht.Jage nicht den Knaben in die Schule Früh um sieben, wenn der Ofen kalt. Hässlich hockt er an der Arbeit Spule Und zerschmettert von des Lehrers Gramgewalt.Sieh: an seinen langen schwarzen Wimpern Hängt ein schmaler Schatten noch das Bild. Und in seine wachen Qualen klimpern Mondgesang und Schwert und Harfenschild.",105,Jahrhundertwende,Expressionismus
